JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	4040003460	20140416	14040003460 FELINE FCB	439,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN192	20140430	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN193	20140730	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	4090003658	20140915	14090003658 FELINE FCB	439,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN194	20141030	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	4120003809	20141202	14120003809 FELINE FCB	547,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	5010003894	20150115	15010003894 FELINE FCB	439,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN195	20150130	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	5040004025	20150415	15040004025 FELINE FCB	439,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN196	20150430	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	5090004251	20150910	15090004251 FELINE FCB	439,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN197	20150928	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN198	20151030	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN199	20151105	FELINE FCB	0,00	75,02			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	5120004378	20151211	15120004378 FELINE FCB	547,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	6010004458	20160119	16010004458 FELINE FCB	439,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN200	20160201	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	6040004600	20160415	16040004600 FELINE FCB	439,06	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN201	20160502	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	6060004681	20160613	16060004681 FELINE FCB	36,00	0,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	SAN202	20160801	SARL FELINE FCB	0,00	450,00			20170515		
AN	JOURNAL AN	AN000001	20240901	41100900	COLLECTIFS CLIENTS       	90006014	FELINE FCB	6090004837	20160915	16090004837 FELINE FCB	439,06	0,00			20170515		
